FIPS|Countyname|Postal|LineCode|IndustryName|Real Gross domestic product (GDP) by county|||
||||| (thousands of chained 2012 dollars)|||
8085|Montrose|CO|4|  Government and government enterprises|200230|195550|199301|206164
8087|Morgan|CO|1|All Industries|1317762|1300954|1322857|1374246
8087|Morgan|CO|2|  Private goods-producing industries|543453|563637|600297|610048
8087|Morgan|CO|3|  Private services-providing industries|656960|624327|610553|652351
8087|Morgan|CO|4|  Government and government enterprises|117349|113001|112533|111721
8089|Otero|CO|1|All Industries|472896|497842|466625|464333
8089|Otero|CO|2|  Private goods-producing industries|90524|102342|92262|91792
8089|Otero|CO|3|  Private services-providing industries|290605|306353|284897|282130
8089|Otero|CO|4|  Government and government enterprises|91767|89175|89396|90292
8091|Ouray|CO|1|All Industries|129845|144769|153245|164842
8091|Ouray|CO|2|  Private goods-producing industries|33919|63330|67007|78362
8091|Ouray|CO|3|  Private services-providing industries|75894|62328|66756|66947
8091|Ouray|CO|4|  Government and government enterprises|20032|19509|19915|20751
8093|Park|CO|1|All Industries|213832|179678|190962|198535
8093|Park|CO|2|  Private goods-producing industries|36396|(D)|41846|41787
8093|Park|CO|3|  Private services-providing industries|132716|(D)|107426|113834
8093|Park|CO|4|  Government and government enterprises|44720|41751|41684|42996
8095|Phillips|CO|1|All Industries|189199|177313|182427|205237
8095|Phillips|CO|2|  Private goods-producing industries|77008|79294|84536|103598
8095|Phillips|CO|3|  Private services-providing industries|81474|69226|68291|72366
8095|Phillips|CO|4|  Government and government enterprises|30717|28768|29653|30554
8097|Pitkin|CO|1|All Industries|2051936|2792321|2622615|2623831
8097|Pitkin|CO|2|  Private goods-producing industries|66495|82941|72975|80284
8097|Pitkin|CO|3|  Private services-providing industries|1822320|2549862|2384618|2368362
8097|Pitkin|CO|4|  Government and government enterprises|163120|160127|165398|175143
8099|Prowers|CO|1|All Industries|400007|404967|386633|393462
8099|Prowers|CO|2|  Private goods-producing industries|132672|135077|128175|134711
8099|Prowers|CO|3|  Private services-providing industries|192139|197759|187687|187058
8099|Prowers|CO|4|  Government and government enterprises|75196|72161|70744|72151
8101|Pueblo|CO|1|All Industries|4956921|4747282|4775890|4911111
8101|Pueblo|CO|2|  Private goods-producing industries|839669|777651|802779|827015
8101|Pueblo|CO|3|  Private services-providing industries|3299799|3178867|3183648|3283850
8101|Pueblo|CO|4|  Government and government enterprises|817452|790445|789486|800532
8103|Rio Blanco|CO|1|All Industries|338885|353327|365235|370223
8103|Rio Blanco|CO|2|  Private goods-producing industries|178115|187420|196159|200222
8103|Rio Blanco|CO|3|  Private services-providing industries|91506|98041|101012|99012
8103|Rio Blanco|CO|4|  Government and government enterprises|69265|67913|68255|70910
8105|Rio Grande|CO|1|All Industries|317361|304600|315382|342827
8105|Rio Grande|CO|2|  Private goods-producing industries|106627|107627|108311|115888
8105|Rio Grande|CO|3|  Private services-providing industries|155848|143859|153762|172858
8105|Rio Grande|CO|4|  Government and government enterprises|54887|53077|53292|54035
8107|Routt|CO|1|All Industries|2035891|1960783|1875781|1766886
8107|Routt|CO|2|  Private goods-producing industries|484167|422162|362110|289355
8107|Routt|CO|3|  Private services-providing industries|1439495|1429550|1400408|1354118
8107|Routt|CO|4|  Government and government enterprises|112230|108254|110158|115233
8109|Saguache|CO|1|All Industries|135088|138153|145027|159469
8109|Saguache|CO|2|  Private goods-producing industries|68115|67194|71188|82827
8109|Saguache|CO|3|  Private services-providing industries|41099|45445|48616|51503
8109|Saguache|CO|4|  Government and government enterprises|25873|25557|25320|25687
8111|San Juan|CO|1|All Industries|36116|31923|21936|21491
8111|San Juan|CO|2|  Private goods-producing industries|3108|(D)|3837|3328
8111|San Juan|CO|3|  Private services-providing industries|28928|(D)|14187|14265
8111|San Juan|CO|4|  Government and government enterprises|4079|4056|3904|3861
8113|San Miguel|CO|1|All Industries|492152|532692|698805|748728
8113|San Miguel|CO|2|  Private goods-producing industries|41719|48974|60621|68977
8113|San Miguel|CO|3|  Private services-providing industries|400561|435730|590707|630514
8113|San Miguel|CO|4|  Government and government enterprises|49872|48029|47868|49624
8115|Sedgwick|CO|1|All Industries|78181|76520|78181|84627
8115|Sedgwick|CO|2|  Private goods-producing industries|33568|33813|37866|45402
8115|Sedgwick|CO|3|  Private services-providing industries|28286|26956|24735|24131
8115|Sedgwick|CO|4|  Government and government enterprises|16327|15752|15751|16081
8117|Summit|CO|1|All Industries|2022214|1793529|1925337|2099028
8117|Summit|CO|2|  Private goods-producing industries|126512|155172|175932|195600
8117|Summit|CO|3|  Private services-providing industries|1748855|1495303|1602914|1750200
8117|Summit|CO|4|  Government and government enterprises|146847|143091|146680|153581
8119|Teller|CO|1|All Industries|634990|664847|697558|724641
8119|Teller|CO|2|  Private goods-producing industries|169075|205839|239293|252132
8119|Teller|CO|3|  Private services-providing industries|392742|390618|390986|402612
8119|Teller|CO|4|  Government and government enterprises|73173|69678|71059|74392
8121|Washington|CO|1|All Industries|145960|150442|160572|186896
8121|Washington|CO|2|  Private goods-producing industries|69800|71054|81838|109523
8121|Washington|CO|3|  Private services-providing industries|52515|56650|56548|57069
8121|Washington|CO|4|  Government and government enterprises|23645|22748|22494|23280
8123|Weld|CO|1|All Industries|9667115|9429439|10594008|10935759
8123|Weld|CO|2|  Private goods-producing industries|3417894|3689996|4307735|4393406
8123|Weld|CO|3|  Private services-providing industries|5377345|4851176|5377698|5598776
8123|Weld|CO|4|  Government and government enterprises|871876|886709|908305|939045
8125|Yuma|CO|1|All Industries|572414|578180|641499|722462
8125|Yuma|CO|2|  Private goods-producing industries|360427|357051|427608|523752
8125|Yuma|CO|3|  Private services-providing industries|156845|166513|161122|153117
8125|Yuma|CO|4|  Government and government enterprises|55142|54643|54217|54426
9001|Fairfield|CT|1|All Industries|85990353|87861223|85885116|86075507
9001|Fairfield|CT|2|  Private goods-producing industries|11270812|11821586|11552384|11056324
9001|Fairfield|CT|3|  Private services-providing industries|70146997|71480192|69780292|70397151
9001|Fairfield|CT|4|  Government and government enterprises|4572544|4560780|4552468|4622161
9003|Hartford|CT|1|All Industries|74772073|72777217|71607261|74903320
9003|Hartford|CT|2|  Private goods-producing industries|10239283|10120848|9428836|10126001
9003|Hartford|CT|3|  Private services-providing industries|57662056|55722628|55174232|57687035
9003|Hartford|CT|4|  Government and government enterprises|6870734|6930809|7001734|7090283
9005|Litchfield|CT|1|All Industries|6726941|6449777|6315984|6216544
9005|Litchfield|CT|2|  Private goods-producing industries|1743264|1708428|1561743|1485257
9005|Litchfield|CT|3|  Private services-providing industries|4284842|4031573|4049664|4032650
9005|Litchfield|CT|4|  Government and government enterprises|698835|709321|705102|700295
9007|Middlesex|CT|1|All Industries|7915203|7520656|7527826|7833279
9007|Middlesex|CT|2|  Private goods-producing industries|1917519|1916333|1857562|1941066
9007|Middlesex|CT|3|  Private services-providing industries|4982400|4592326|4671115|4874759
9007|Middlesex|CT|4|  Government and government enterprises|1015284|1011300|999150|1018023
9009|New Haven|CT|1|All Industries|43175833|41995078|41985523|42409519
9009|New Haven|CT|2|  Private goods-producing industries|6445831|6776038|6687165|6339887
9009|New Haven|CT|3|  Private services-providing industries|31847959|30345272|30405372|31085397
9009|New Haven|CT|4|  Government and government enterprises|4882044|4873470|4892168|4985797
9011|New London|CT|1|All Industries|17202894|16672070|16448823|16755359
9011|New London|CT|2|  Private goods-producing industries|3129323|2890666|2498741|2495301
9011|New London|CT|3|  Private services-providing industries|9655154|9449317|9742892|10047136
9011|New London|CT|4|  Government and government enterprises|4418416|4331994|4206266|4212223
9013|Tolland|CT|1|All Industries|4098185|3956727|3936148|3964433
9013|Tolland|CT|2|  Private goods-producing industries|587154|584737|549358|546397
9013|Tolland|CT|3|  Private services-providing industries|2289758|2159182|2150759|2164044
9013|Tolland|CT|4|  Government and government enterprises|1221273|1212435|1235230|1252983
9015|Windham|CT|1|All Industries|3919490|3842857|3851094|3849738
9015|Windham|CT|2|  Private goods-producing industries|842422|846992|776903|808735
9015|Windham|CT|3|  Private services-providing industries|2505804|2438980|2514975|2483404
9015|Windham|CT|4|  Government and government enterprises|571264|556917|558898|557321
